TripType,VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription,FinelineNumber
25,73728,Tuesday,68113107862.0,2,BAKERY,5017.0
25,73728,Tuesday,71284847150.0,1,MENS WEAR,1515.0
25,73728,Tuesday,1467117870.0,1,BRAS & SHAPEWEAR,1329.0
25,73728,Tuesday,73975425588.0,1,BOYS WEAR,5420.0
7,73735,Tuesday,20966500000.0,2,SERVICE DELI,7010.0
7,73735,Tuesday,30000072.0,1,BEAUTY,3100.0
7,73735,Tuesday,7780254732.0,1,BEAUTY,2285.0
7,73735,Tuesday,9950000069.0,1,BEAUTY,3100.0
7,73736,Tuesday,4900000790.0,1,DSD GROCERY,4611.0
7,73736,Tuesday,20108800000.0,1,SERVICE DELI,8014.0
25,73738,Tuesday,4116700920.0,1,PHARMACY OTC,2041.0
25,73738,Tuesday,3700011713.0,1,PHARMACY OTC,250.0
25,73738,Tuesday,7940001864.0,1,PERSONAL CARE,1.0
25,73738,Tuesday,1467140673.0,1,BRAS & SHAPEWEAR,1107.0
25,73738,Tuesday,1200014207.0,1,DSD GROCERY,3053.0
25,73738,Tuesday,4157011019.0,1,DAIRY,1511.0
25,73738,Tuesday,1467140718.0,1,BRAS & SHAPEWEAR,1107.0
25,73738,Tuesday,1200028617.0,1,DSD GROCERY,3054.0
7,73746,Tuesday,68896200102.0,1,PRODUCE,8607.0
7,73746,Tuesday,4065.0,1,PRODUCE,8101.0
7,73746,Tuesday,22010700000.0,1,MEAT - FRESH & FROZEN,6085.0
7,73746,Tuesday,4086.0,1,PRODUCE,8001.0
38,73761,Tuesday,1708287351.0,1,IMPULSE MERCHANDISE,601.0
38,73761,Tuesday,7874235327.0,2,DAIRY,7958.0
38,73761,Tuesday,60538818717.0,2,DAIRY,1503.0
38,73761,Tuesday,2210000170.0,1,"LIQUOR,WINE,BEER",109.0
38,73817,Tuesday,66216322740.0,1,MENS WEAR,2527.0
38,73817,Tuesday,60538800120.0,1,DAIRY,9127.0
38,73817,Tuesday,7874235186.0,1,DAIRY,1508.0
38,73817,Tuesday,7432309090.0,1,COMM BREAD,3701.0
7,73818,Tuesday,3940001880.0,1,GROCERY DRY GOODS,2837.0
7,73818,Tuesday,4087.0,1,PRODUCE,7803.0
7,73818,Tuesday,5228720027.0,1,GROCERY DRY GOODS,4292.0
7,73818,Tuesday,3400000239.0,1,IMPULSE MERCHANDISE,100.0
7,73818,Tuesday,3940001807.0,1,GROCERY DRY GOODS,2836.0
7,73818,Tuesday,5000011178.0,1,INFANT CONSUMABLE HARDLINES,716.0
7,73818,Tuesday,7874221000.0,1,GROCERY DRY GOODS,4402.0
7,73818,Tuesday,68113107862.0,1,BAKERY,5017.0
7,73818,Tuesday,69922162117.0,1,COMM BREAD,3729.0
7,73820,Tuesday,20609900000.0,1,SERVICE DELI,8013.0
7,73820,Tuesday,20580000000.0,1,SERVICE DELI,8016.0
25,73823,Tuesday,72654751898.0,1,LADIESWEAR,507.0
25,73823,Tuesday,1311406600.0,1,PERSONAL CARE,5122.0
25,73823,Tuesday,72654751795.0,1,LADIESWEAR,507.0
25,73823,Tuesday,7910051021.0,1,PETS AND SUPPLIES,824.0
25,73823,Tuesday,68113187533.0,1,PETS AND SUPPLIES,845.0
25,73823,Tuesday,31015805306.0,1,PERSONAL CARE,701.0
25,73823,Tuesday,2310023527.0,4,PETS AND SUPPLIES,630.0
25,73823,Tuesday,7278504499.0,1,BEAUTY,3300.0
25,73823,Tuesday,2310023529.0,4,PETS AND SUPPLIES,630.0
25,73823,Tuesday,3810013012.0,2,PETS AND SUPPLIES,840.0
25,73823,Tuesday,7989667327.0,1,PERSONAL CARE,6103.0
25,73823,Tuesday,72654751273.0,1,LADIESWEAR,507.0
25,73823,Tuesday,74619458626.0,1,LADIESWEAR,201.0
25,73823,Tuesday,68113106729.0,1,HARDWARE,5205.0
25,73823,Tuesday,74619458278.0,2,LADIESWEAR,201.0
7,73880,Tuesday,3338351010.0,1,PRODUCE,4130.0
7,73880,Tuesday,3338351010.0,1,PRODUCE,4130.0
7,73883,Tuesday,65876136801.0,1,MEAT - FRESH & FROZEN,6074.0
7,73883,Tuesday,22605400000.0,1,MEAT - FRESH & FROZEN,9385.0
7,73883,Tuesday,22680600000.0,1,MEAT - FRESH & FROZEN,6568.0
7,73883,Tuesday,4900005071.0,1,DSD GROCERY,4611.0
7,73883,Tuesday,22013600000.0,1,MEAT - FRESH & FROZEN,6044.0
7,73883,Tuesday,20643800000.0,1,MEAT - FRESH & FROZEN,6540.0
7,73883,Tuesday,22591400000.0,1,MEAT - FRESH & FROZEN,4150.0
7,73883,Tuesday,4359523458.0,1,PRE PACKED DELI,7251.0
7,73902,Tuesday,2370003764.0,1,MEAT - FRESH & FROZEN,6069.0
7,73902,Tuesday,2100002649.0,1,GROCERY DRY GOODS,2451.0
7,73902,Tuesday,2100064359.0,1,GROCERY DRY GOODS,2453.0
7,73945,Tuesday,1450001101.0,1,FROZEN FOODS,1750.0
7,73945,Tuesday,7874205854.0,1,HOUSEHOLD PAPER GOODS,5030.0
7,73945,Tuesday,1450001280.0,1,FROZEN FOODS,1750.0
7,73945,Tuesday,1450001098.0,1,FROZEN FOODS,1750.0
7,73945,Tuesday,20154500000.0,1,SERVICE DELI,8001.0
7,73945,Tuesday,73891202235.0,1,FROZEN FOODS,1901.0
7,73945,Tuesday,7790065036.0,1,FROZEN FOODS,1901.0
38,73946,Tuesday,3663202763.0,1,DAIRY,1430.0
38,73946,Tuesday,1500014000.0,1,DSD GROCERY,9223.0
38,73946,Tuesday,30041010129.0,1,PERSONAL CARE,605.0
38,73946,Tuesday,5010045953.0,1,FROZEN FOODS,4138.0
38,73946,Tuesday,7874222869.0,1,DAIRY,7958.0
38,73946,Tuesday,68113105178.0,1,PERSONAL CARE,3187.0
38,73946,Tuesday,7940012319.0,1,PERSONAL CARE,3168.0
38,73946,Tuesday,38137115764.0,1,BEAUTY,4650.0
25,73952,Tuesday,82179621418.0,2,MENS WEAR,7140.0
7,73969,Tuesday,7874237037.0,4,GROCERY DRY GOODS,3251.0
7,73969,Tuesday,7225004319.0,2,COMM BREAD,3702.0
7,73969,Tuesday,7874237127.0,1,GROCERY DRY GOODS,3819.0
38,74007,Tuesday,4150083981.0,1,GROCERY DRY GOODS,2219.0
38,74007,Tuesday,8000049534.0,1,GROCERY DRY GOODS,2906.0
38,74007,Tuesday,3090000881.0,1,DAIRY,7953.0
38,74007,Tuesday,7550000010.0,1,GROCERY DRY GOODS,2959.0
38,74007,Tuesday,5000036881.0,2,GROCERY DRY GOODS,3306.0
38,74007,Tuesday,4610000717.0,1,DAIRY,7953.0
38,74007,Tuesday,4900003728.0,1,DSD GROCERY,9550.0
38,74007,Tuesday,2920090797.0,1,GROCERY DRY GOODS,3901.0
38,74007,Tuesday,3030097102.0,1,GROCERY DRY GOODS,2959.0
38,74007,Tuesday,7012929172.0,2,DSD GROCERY,3856.0
38,74007,Tuesday,4610000738.0,1,DAIRY,7953.0
38,74007,Tuesday,3030007375.0,1,GROCERY DRY GOODS,2959.0
38,74007,Tuesday,7800017142.0,1,DSD GROCERY,9513.0
25,74044,Tuesday,880616000000.0,2,LADIESWEAR,323.0
25,74044,Tuesday,88530627238.0,1,SLEEPWEAR/FOUNDATIONS,7021.0
25,74044,Tuesday,880616000000.0,1,LADIESWEAR,323.0
25,74044,Tuesday,94337231.0,1,FABRICS AND CRAFTS,5954.0
38,74078,Tuesday,7047043946.0,1,DAIRY,1345.0
38,74078,Tuesday,69922162117.0,1,COMM BREAD,3729.0
38,74078,Tuesday,69922162117.0,1,COMM BREAD,3729.0
38,74078,Tuesday,7763304737.0,1,COMM BREAD,3701.0
38,74078,Tuesday,1590000211.0,1,PRE PACKED DELI,7502.0
38,74078,Tuesday,3663202760.0,1,DAIRY,1443.0
38,74078,Tuesday,78533176072.0,1,PRE PACKED DELI,7557.0
38,74078,Tuesday,71514111356.0,1,DAIRY,9020.0
38,74078,Tuesday,5200020806.0,-1,DSD GROCERY,4607.0
38,74078,Tuesday,3400000220.0,1,IMPULSE MERCHANDISE,115.0
38,74078,Tuesday,5200020806.0,2,DSD GROCERY,4607.0
38,74078,Tuesday,5000030062.0,1,GROCERY DRY GOODS,3306.0
38,74078,Tuesday,5020000880.0,1,DAIRY,1407.0
38,74078,Tuesday,2100061144.0,1,DAIRY,7958.0
38,74078,Tuesday,4900002890.0,1,DSD GROCERY,9515.0
38,74078,Tuesday,4800121348.0,1,GROCERY DRY GOODS,2452.0
38,74078,Tuesday,7874207178.0,1,PRE PACKED DELI,7550.0
38,74078,Tuesday,4300005755.0,1,DAIRY,1311.0
38,74078,Tuesday,4093.0,1,PRODUCE,4008.0
38,74083,Tuesday,2862118348.0,1,DAIRY,9114.0
38,74083,Tuesday,7684046285.0,1,FROZEN FOODS,9151.0
38,74083,Tuesday,2529300149.0,1,DAIRY,1511.0
38,74083,Tuesday,3120020309.0,1,DSD GROCERY,4639.0
25,74093,Tuesday,5107124964.0,1,PLUS AND MATERNITY,2498.0
25,74093,Tuesday,880632000000.0,1,LADIESWEAR,312.0
25,74093,Tuesday,7871552323.0,1,LADIESWEAR,302.0
25,74093,Tuesday,880875000000.0,1,LADIESWEAR,320.0
25,74093,Tuesday,88530635935.0,1,MENS WEAR,5567.0
25,74093,Tuesday,72665781649.0,1,MENSWEAR,6337.0
25,74093,Tuesday,72665781649.0,1,MENSWEAR,6337.0
25,74093,Tuesday,73975430351.0,1,MENS WEAR,4475.0
25,74093,Tuesday,60420176322.0,1,MENSWEAR,6334.0
25,74093,Tuesday,5107141425.0,1,MENS WEAR,1012.0
25,74093,Tuesday,73975430376.0,1,MENS WEAR,4475.0
25,74148,Tuesday,78485759048.0,2,BEDDING,8117.0
25,74148,Tuesday,78485750459.0,-2,BEDDING,8117.0
25,74148,Tuesday,78485750459.0,4,BEDDING,8117.0
25,74148,Tuesday,78485759048.0,-2,BEDDING,8117.0
25,74148,Tuesday,880616000000.0,1,LADIESWEAR,610.0
25,74148,Tuesday,75481909958.0,1,MENS WEAR,1727.0
25,74148,Tuesday,72654747869.0,1,LADIESWEAR,585.0
25,74148,Tuesday,9933893917.0,1,LADIESWEAR,1779.0
25,74148,Tuesday,78101330179.0,1,LADIESWEAR,712.0
25,74148,Tuesday,78101330179.0,-1,LADIESWEAR,712.0
25,74148,Tuesday,4032615710.0,1,MENS WEAR,1635.0
25,74148,Tuesday,72654751037.0,1,LADIESWEAR,585.0
25,74148,Tuesday,880614000000.0,1,LADIESWEAR,324.0
25,74148,Tuesday,880614000000.0,3,LADIESWEAR,324.0
25,74148,Tuesday,76789855355.0,1,MENS WEAR,4842.0
25,74148,Tuesday,880616000000.0,1,LADIESWEAR,610.0
25,74148,Tuesday,880614000000.0,1,LADIESWEAR,324.0
25,74148,Tuesday,8084408513.0,1,COOK AND DINE,2061.0
25,74148,Tuesday,880616000000.0,1,LADIESWEAR,323.0
25,74148,Tuesday,7048501920.0,-1,COOK AND DINE,6.0
25,74148,Tuesday,1070002440.0,2,"CANDY, TOBACCO, COOKIES",521.0
25,74148,Tuesday,7048501920.0,1,COOK AND DINE,6.0
25,74148,Tuesday,78485747053.0,1,BEDDING,8117.0
25,74148,Tuesday,896110000000.0,1,MENS WEAR,165.0
25,74148,Tuesday,67278729736.0,1,MENS WEAR,1635.0
25,74156,Tuesday,3160070128.0,1,SHOES,2607.0
25,74156,Tuesday,896110000000.0,1,BOYS WEAR,4648.0
25,74156,Tuesday,4900001679.0,1,DSD GROCERY,9546.0
25,74156,Tuesday,4900002620.0,1,DSD GROCERY,9546.0
25,74156,Tuesday,5107128952.0,1,BOYS WEAR,5202.0
25,74156,Tuesday,60538816078.0,1,SHOES,4995.0
38,74157,Tuesday,4100002302.0,1,GROCERY DRY GOODS,3804.0
38,74157,Tuesday,4000000405.0,1,IMPULSE MERCHANDISE,115.0
38,74157,Tuesday,4667500088.0,6,DAIRY,1356.0
7,74188,Tuesday,7442602000.0,2,COMM BREAD,3729.0
7,74188,Tuesday,4900005010.0,1,DSD GROCERY,9570.0
7,74201,Tuesday,2032300514.0,1,MEAT - FRESH & FROZEN,6552.0
7,74204,Tuesday,22093700000.0,1,MEAT - FRESH & FROZEN,6405.0
7,74204,Tuesday,1099500871.0,1,BAKERY,2001.0
7,74204,Tuesday,20154200000.0,1,SERVICE DELI,8001.0
7,74204,Tuesday,20717400000.0,1,MEAT - FRESH & FROZEN,6568.0
7,74204,Tuesday,3082.0,1,PRODUCE,8400.0
7,74204,Tuesday,69922162117.0,1,COMM BREAD,3729.0
7,74204,Tuesday,1600043715.0,1,GROCERY DRY GOODS,3825.0
25,74229,Tuesday,88530600776.0,1,MENS WEAR,5207.0
25,74229,Tuesday,88561567775.0,1,BRAS & SHAPEWEAR,1313.0
25,74229,Tuesday,880617000000.0,1,LADIESWEAR,1125.0
25,74229,Tuesday,88530617574.0,1,MENS WEAR,1101.0
25,74229,Tuesday,88561535372.0,1,BRAS & SHAPEWEAR,2207.0
25,74229,Tuesday,88530620758.0,1,MENS WEAR,5453.0
25,74229,Tuesday,88561535386.0,1,BRAS & SHAPEWEAR,2207.0
25,74229,Tuesday,5818597208.0,1,LADIESWEAR,552.0
25,74229,Tuesday,1958563478.0,1,BRAS & SHAPEWEAR,1110.0
25,74229,Tuesday,880616000000.0,1,PLUS AND MATERNITY,4247.0
7,74246,Tuesday,20577400000.0,1,SERVICE DELI,8015.0
7,74246,Tuesday,75844540192.0,1,MEDIA AND GAMING,9640.0
25,74247,Tuesday,1111134847.0,1,PERSONAL CARE,3166.0
25,74247,Tuesday,4142012512.0,2,"CANDY, TOBACCO, COOKIES",707.0
25,74247,Tuesday,3338311932.0,1,PRODUCE,3106.0
25,74247,Tuesday,4321364926.0,1,BRAS & SHAPEWEAR,998.0
25,74247,Tuesday,60892604928.0,1,BRAS & SHAPEWEAR,7022.0
25,74247,Tuesday,7279000376.0,1,PERSONAL CARE,6118.0
7,74286,Tuesday,7976503128.0,1,DSD GROCERY,9206.0
7,74286,Tuesday,4801.0,1,PRODUCE,4455.0
7,74286,Tuesday,4801.0,-1,PRODUCE,4455.0
7,74286,Tuesday,7874237002.0,1,GROCERY DRY GOODS,2651.0
7,74286,Tuesday,7225002523.0,1,COMM BREAD,3710.0
7,74286,Tuesday,7940071730.0,1,PERSONAL CARE,5030.0
7,74286,Tuesday,3500014127.0,1,PERSONAL CARE,3171.0
7,74286,Tuesday,4900005436.0,3,DSD GROCERY,4611.0
7,74286,Tuesday,20990400000.0,1,SERVICE DELI,6015.0
7,74286,Tuesday,3338366001.0,1,PRODUCE,7703.0
7,74286,Tuesday,60538898795.0,1,DSD GROCERY,4501.0
7,74286,Tuesday,4901.0,1,PRODUCE,7552.0
38,74300,Tuesday,9518802128.0,1,DSD GROCERY,4644.0
38,74300,Tuesday,7432300583.0,1,COMM BREAD,3724.0
38,74300,Tuesday,7432308224.0,1,COMM BREAD,3724.0
38,74300,Tuesday,1200080994.0,1,DSD GROCERY,9516.0
7,74302,Tuesday,7341013835.0,2,COMM BREAD,3710.0
7,74302,Tuesday,7874235188.0,1,DAIRY,1508.0
38,74307,Tuesday,4000047652.0,1,IMPULSE MERCHANDISE,115.0
38,74307,Tuesday,7920029848.0,1,"CANDY, TOBACCO, COOKIES",35.0
38,74307,Tuesday,9147504189.0,1,DAIRY,1405.0
38,74307,Tuesday,9147585000.0,1,DAIRY,1405.0
7,74372,Tuesday,4087.0,1,PRODUCE,7803.0
7,74372,Tuesday,68113107862.0,2,BAKERY,5017.0
38,74374,Tuesday,4288742011.0,2,IMPULSE MERCHANDISE,302.0
38,74374,Tuesday,7265540103.0,1,FROZEN FOODS,4138.0
38,74374,Tuesday,4369508302.0,1,FROZEN FOODS,1952.0
38,74374,Tuesday,3000031147.0,2,GROCERY DRY GOODS,3556.0
38,74374,Tuesday,4369500245.0,1,FROZEN FOODS,1952.0
38,74374,Tuesday,4100002290.0,2,GROCERY DRY GOODS,3808.0
38,74374,Tuesday,4100002286.0,2,GROCERY DRY GOODS,3808.0
38,74374,Tuesday,4369508305.0,2,FROZEN FOODS,1952.0
38,74374,Tuesday,2430004442.0,1,COMM BREAD,3723.0
38,74374,Tuesday,3663202717.0,4,DAIRY,1450.0
38,74374,Tuesday,1200001311.0,1,DSD GROCERY,9205.0
38,74374,Tuesday,3663202727.0,2,DAIRY,1450.0
38,74374,Tuesday,7315040710.0,1,PRODUCE,5951.0
38,74374,Tuesday,4011.0,1,PRODUCE,5501.0
38,74374,Tuesday,4178900131.0,1,GROCERY DRY GOODS,3117.0
38,74374,Tuesday,2430004133.0,1,COMM BREAD,3707.0
38,74374,Tuesday,4610000113.0,1,DAIRY,7960.0
38,74374,Tuesday,5000088680.0,1,DAIRY,1513.0
38,74374,Tuesday,75618410812.0,1,INFANT CONSUMABLE HARDLINES,2123.0
25,74391,Tuesday,890361000000.0,1,MENS WEAR,4626.0
25,74391,Tuesday,68210220356.0,1,MENS WEAR,3011.0
25,74391,Tuesday,4050.0,1,PRODUCE,6501.0
25,74391,Tuesday,890361000000.0,1,MENS WEAR,4625.0
25,74391,Tuesday,20966500000.0,1,SERVICE DELI,7010.0
25,74391,Tuesday,22501100000.0,1,SERVICE DELI,8003.0
25,74391,Tuesday,4032651194.0,1,MENS WEAR,7204.0
38,74418,Tuesday,68954408301.0,1,DAIRY,1431.0
38,74418,Tuesday,7027205001.0,1,DAIRY,9140.0
38,74418,Tuesday,2100003475.0,4,DAIRY,1352.0
38,74418,Tuesday,7874206092.0,1,DSD GROCERY,3300.0
38,74418,Tuesday,7114233416.0,1,DSD GROCERY,9213.0
38,74418,Tuesday,7675333074.0,1,COOK AND DINE,3702.0
7,74423,Tuesday,7286725081.0,1,COOK AND DINE,2715.0
7,74423,Tuesday,7457065140.0,1,FROZEN FOODS,9151.0
7,74429,Tuesday,7457065140.0,1,FROZEN FOODS,9151.0
7,74436,Tuesday,60538816925.0,1,SHOES,1909.0
7,74436,Tuesday,7457065140.0,1,FROZEN FOODS,9151.0
25,74441,Tuesday,88530626702.0,1,MENS WEAR,1101.0
25,74441,Tuesday,1325929889.0,1,INFANT APPAREL,6670.0
25,74441,Tuesday,1325930586.0,1,INFANT APPAREL,6024.0
25,74441,Tuesday,1325930581.0,1,INFANT APPAREL,6024.0
25,74441,Tuesday,3930773010.0,1,MENS WEAR,1609.0
25,74441,Tuesday,66572107785.0,1,BATH AND SHOWER,1505.0
25,74441,Tuesday,7432302964.0,1,DSD GROCERY,2704.0
7,74444,Tuesday,20154500000.0,1,SERVICE DELI,8001.0
7,74450,Tuesday,68113106754.0,1,SERVICE DELI,4010.0
7,74467,Tuesday,68113107862.0,1,BAKERY,5017.0
7,74467,Tuesday,7874298761.0,1,BAKERY,5017.0
38,74472,Tuesday,76211197582.0,2,GROCERY DRY GOODS,3304.0
38,74472,Tuesday,76211192616.0,2,GROCERY DRY GOODS,3304.0
7,74478,Tuesday,65876166801.0,1,MEAT - FRESH & FROZEN,6078.0
7,74478,Tuesday,7874235186.0,4,DAIRY,1508.0
7,74478,Tuesday,7874222375.0,1,COMM BREAD,3716.0
25,74481,Tuesday,64600720059.0,1,BRAS & SHAPEWEAR,4575.0
25,74481,Tuesday,76125379712.0,1,LADIESWEAR,308.0
25,74481,Tuesday,88694430285.0,1,SLEEPWEAR/FOUNDATIONS,6050.0
25,74481,Tuesday,1131175800.0,1,LADIESWEAR,319.0
25,74481,Tuesday,8171573003.0,1,LADIES SOCKS,3770.0
25,74483,Tuesday,4032618580.0,1,MENS WEAR,1556.0
25,74483,Tuesday,3700012767.0,1,HOUSEHOLD CHEMICALS/SUPP,705.0
25,74483,Tuesday,1254661959.0,1,IMPULSE MERCHANDISE,135.0
25,74485,Tuesday,76125379991.0,1,LADIESWEAR,3662.0
25,74485,Tuesday,880632000000.0,1,LADIESWEAR,286.0
25,74485,Tuesday,88577948659.0,1,LADIESWEAR,2035.0
25,74485,Tuesday,82926813744.0,1,LADIESWEAR,2056.0
25,74485,Tuesday,88577948539.0,1,LADIESWEAR,2056.0
25,74485,Tuesday,880552000000.0,1,LADIESWEAR,313.0
25,74485,Tuesday,880552000000.0,1,LADIESWEAR,313.0
25,74485,Tuesday,880552000000.0,1,LADIESWEAR,313.0
25,74485,Tuesday,88741178855.0,1,LADIESWEAR,2514.0
25,74485,Tuesday,880632000000.0,1,LADIESWEAR,313.0
25,74485,Tuesday,7283305032.0,2,HOUSEHOLD CHEMICALS/SUPP,8010.0
25,74485,Tuesday,76125379956.0,1,LADIESWEAR,3662.0
25,74485,Tuesday,82926815265.0,1,LADIESWEAR,2514.0
25,74485,Tuesday,2200001770.0,1,IMPULSE MERCHANDISE,125.0
7,74497,Tuesday,7225003706.0,1,COMM BREAD,3702.0
7,74497,Tuesday,1740011805.0,1,GROCERY DRY GOODS,3814.0
25,74530,Tuesday,4000029480.0,1,"CANDY, TOBACCO, COOKIES",521.0
25,74530,Tuesday,7920055833.0,2,"CANDY, TOBACCO, COOKIES",707.0
25,74530,Tuesday,88743960521.0,1,BOYS WEAR,4706.0
25,74530,Tuesday,70438661290.0,1,BOYS WEAR,4704.0
25,74530,Tuesday,1326150115.0,1,BOYS WEAR,7608.0
25,74530,Tuesday,2405426765.0,1,BOYS WEAR,3018.0
25,74530,Tuesday,84583808017.0,1,OFFICE SUPPLIES,600.0
25,74530,Tuesday,88711756601.0,1,BOYS WEAR,4704.0
25,74530,Tuesday,88743960501.0,1,BOYS WEAR,4706.0
25,74530,Tuesday,73077294059.0,1,BOYS WEAR,3018.0
25,74530,Tuesday,88743944681.0,1,BOYS WEAR,4704.0
25,74530,Tuesday,8171572536.0,1,INFANT APPAREL,6415.0
25,74530,Tuesday,1326150125.0,1,BOYS WEAR,7608.0
25,74530,Tuesday,1326150043.0,1,BOYS WEAR,7603.0
25,74530,Tuesday,70438665152.0,1,BOYS WEAR,3018.0
25,74559,Tuesday,3400000647.0,1,IMPULSE MERCHANDISE,135.0
25,74559,Tuesday,4282552698.0,1,BOYS WEAR,6300.0
25,74559,Tuesday,72097249189.0,1,BOYS WEAR,1200.0
25,74559,Tuesday,60538862097.0,1,FINANCIAL SERVICES,0.0
25,74559,Tuesday,81295402034.0,1,BOYS WEAR,5550.0
25,74559,Tuesday,80829593571.0,1,"GIRLS WEAR, 4-6X  AND 7-14",167.0
25,74559,Tuesday,84594909298.0,1,MENSWEAR,6006.0
25,74559,Tuesday,72503329701.0,1,SHOES,3011.0
25,74559,Tuesday,73975430398.0,1,MENS WEAR,4475.0
25,74559,Tuesday,66216322741.0,1,MENS WEAR,2527.0
25,74559,Tuesday,88295659006.0,1,MENS WEAR,2510.0
25,74566,Tuesday,880552000000.0,1,LADIESWEAR,313.0
25,74566,Tuesday,7962507278.0,1,BEAUTY,5020.0
25,74566,Tuesday,880616000000.0,1,LADIESWEAR,414.0
25,74566,Tuesday,88309623895.0,1,LADIES SOCKS,3036.0
25,74566,Tuesday,880616000000.0,1,LADIESWEAR,414.0
25,74566,Tuesday,60308441035.0,1,BEAUTY,4500.0
25,74566,Tuesday,4393574643.0,1,SLEEPWEAR/FOUNDATIONS,2100.0
25,74566,Tuesday,30521013441.0,1,BEAUTY,4010.0
25,74566,Tuesday,7314928309.0,1,HOME MANAGEMENT,6642.0
25,74566,Tuesday,80859474168.0,1,LADIESWEAR,614.0
25,74566,Tuesday,880552000000.0,1,LADIESWEAR,313.0
25,74566,Tuesday,88309617351.0,1,LADIES SOCKS,3036.0
25,74566,Tuesday,89103800102.0,1,BEAUTY,4020.0
25,74566,Tuesday,88491882245.0,1,LADIESWEAR,9026.0
25,74566,Tuesday,3932222912.0,1,LADIESWEAR,3305.0
25,74566,Tuesday,880632000000.0,1,LADIESWEAR,313.0
25,74566,Tuesday,7533881714.0,1,SLEEPWEAR/FOUNDATIONS,1996.0
38,74590,Tuesday,3800027310.0,1,FROZEN FOODS,2112.0
38,74590,Tuesday,1300000466.0,1,GROCERY DRY GOODS,2301.0
38,74590,Tuesday,7003031026.0,1,PHARMACY OTC,1120.0
38,74590,Tuesday,2430004416.0,1,COMM BREAD,3707.0
38,74590,Tuesday,7756726665.0,1,FROZEN FOODS,1855.0
38,74590,Tuesday,5200013481.0,1,DSD GROCERY,4606.0
38,74597,Tuesday,3800010788.0,2,GROCERY DRY GOODS,3557.0
38,74597,Tuesday,980012301.0,1,IMPULSE MERCHANDISE,115.0
38,74597,Tuesday,7206712108.0,1,OFFICE SUPPLIES,3620.0
38,74597,Tuesday,2840019078.0,1,DSD GROCERY,7902.0
38,74597,Tuesday,1280051773.0,1,IMPULSE MERCHANDISE,906.0
38,74597,Tuesday,85649000128.0,1,OFFICE SUPPLIES,3689.0
7,74600,Tuesday,20154200000.0,1,SERVICE DELI,8001.0
7,74600,Tuesday,7874235202.0,1,DAIRY,1515.0
7,74600,Tuesday,71458100088.0,1,PRODUCE,7816.0
7,74600,Tuesday,2791891223.0,1,PRODUCE,7503.0
7,74600,Tuesday,88491200620.0,1,GROCERY DRY GOODS,3559.0
7,74600,Tuesday,68113109122.0,1,PRODUCE,7657.0
7,74600,Tuesday,2840020285.0,1,DSD GROCERY,3652.0
38,74653,Tuesday,3500076701.0,1,PERSONAL CARE,202.0
38,74653,Tuesday,7874235188.0,2,DAIRY,1508.0
38,74653,Tuesday,30045025708.0,1,PHARMACY OTC,1118.0
38,74653,Tuesday,7874201228.0,1,COMM BREAD,3712.0
38,74653,Tuesday,68113174355.0,1,DAIRY,9107.0
25,74707,Tuesday,3400000567.0,1,IMPULSE MERCHANDISE,135.0
25,74707,Tuesday,880616000000.0,1,LADIESWEAR,9204.0
25,74707,Tuesday,71634073.0,1,"GIRLS WEAR, 4-6X  AND 7-14",1231.0
25,74707,Tuesday,880632000000.0,1,"GIRLS WEAR, 4-6X  AND 7-14",411.0
25,74707,Tuesday,78905064113.0,1,LADIESWEAR,422.0
25,74707,Tuesday,60538862097.0,1,FINANCIAL SERVICES,0.0
25,74707,Tuesday,72654752037.0,1,LADIESWEAR,402.0
25,74707,Tuesday,71634074.0,1,"GIRLS WEAR, 4-6X  AND 7-14",1231.0
25,74707,Tuesday,22862200000.0,1,"GIRLS WEAR, 4-6X  AND 7-14",9997.0
25,74707,Tuesday,71634038.0,1,"GIRLS WEAR, 4-6X  AND 7-14",1231.0
25,74707,Tuesday,71634041.0,1,"GIRLS WEAR, 4-6X  AND 7-14",1231.0
7,74728,Tuesday,7684003674.0,1,FROZEN FOODS,9151.0
7,74728,Tuesday,68954400173.0,1,DAIRY,1431.0
7,74749,Tuesday,20692800000.0,1,SERVICE DELI,7010.0
7,74749,Tuesday,7675333091.0,1,COOK AND DINE,3743.0
7,74749,Tuesday,3151.0,1,PRODUCE,7801.0
7,74749,Tuesday,1018103315.0,1,PERSONAL CARE,6103.0
7,74756,Tuesday,68113171535.0,1,SERVICE DELI,4075.0
7,74756,Tuesday,3700086502.0,1,HOUSEHOLD PAPER GOODS,3050.0
7,74756,Tuesday,8390000536.0,1,DAIRY,1405.0
38,74779,Tuesday,4850030414.0,1,DAIRY,1404.0
38,74779,Tuesday,3120020007.0,1,DSD GROCERY,4639.0
38,74779,Tuesday,9243715201.0,1,PHARMACY OTC,3749.0
38,74779,Tuesday,7457065140.0,1,FROZEN FOODS,9151.0
38,74779,Tuesday,2840033579.0,1,DSD GROCERY,8251.0
7,74786,Tuesday,4369508500.0,1,FROZEN FOODS,1952.0
38,74802,Tuesday,3660081481.0,1,IMPULSE MERCHANDISE,338.0
38,74802,Tuesday,7874203875.0,1,GROCERY DRY GOODS,2408.0
38,74802,Tuesday,2840008314.0,1,DSD GROCERY,7008.0
38,74802,Tuesday,7874203278.0,1,DAIRY,7973.0
