VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription,FinelineNumber
66002,Monday,4011,1,PRODUCE,5501
66085,Monday,3082,1,PRODUCE,8400
66197,Monday,1200000559,1,DSD GROCERY,9547
66268,Monday,7282017190,1,DAIRY,7962
66268,Monday,30045012260,1,PHARMACY OTC,2031
66292,Monday,4400002734,1,DSD GROCERY,2651
66624,Monday,4100002246,2,GROCERY DRY GOODS,3808
66840,Monday,7680000696,1,DAIRY,8004
66923,Monday,7978499212,1,OFFICE SUPPLIES,6425
67009,Monday,7874243027,1,FROZEN FOODS,1801
67031,Monday,5020070001,1,DSD GROCERY,4624
67031,Monday,68113107862,1,BAKERY,5017
67241,Monday,4900000044,1,DSD GROCERY,9546
67328,Monday,76131820050,1,PERSONAL CARE,4504
67334,Monday,7740012723,1,PRE PACKED DELI,7561
67392,Monday,81395800906,2,GROCERY DRY GOODS,2909
67416,Monday,7045900558,1,FROZEN FOODS,2008
67582,Monday,7874204804,1,HOUSEHOLD PAPER GOODS,6020
67700,Monday,68113174355,1,DAIRY,9107
67895,Monday,72654752409,1,LADIESWEAR,508
67895,Monday,84105802209,1,PERSONAL CARE,1411
67895,Monday,30041010111,1,PERSONAL CARE,403
68014,Monday,4610000222,1,DAIRY,7960
68116,Monday,3400023938,1,"CANDY, TOBACCO, COOKIES",79
68116,Monday,88844743026,1,"GIRLS WEAR, 4-6X  AND 7-14",2721
68118,Monday,71785410590,2,FROZEN FOODS,9704
68118,Monday,4610000121,1,DAIRY,7960
68134,Monday,4087,1,PRODUCE,7803
68304,Monday,7962507258,1,PERSONAL CARE,4943
68306,Monday,7056095891,1,FROZEN FOODS,3003
68367,Monday,75811663429,1,LADIESWEAR,9991
68367,Monday,72097248064,1,"GIRLS WEAR, 4-6X  AND 7-14",520
68490,Monday,7940006661,1,PERSONAL CARE,5008
68529,Monday,66572107020,1,BATH AND SHOWER,1650
68540,Monday,1450000714,1,FROZEN FOODS,6506
68540,Monday,7255400150,1,FROZEN FOODS,1851
68563,Monday,88530609340,1,BOYS WEAR,612
68631,Monday,20395900000,1,MEAT - FRESH & FROZEN,6300
68652,Monday,4243796997,1,HOME DECOR,1663
68945,Monday,4510006029,1,DSD GROCERY,2536
69031,Monday,4178900105,1,GROCERY DRY GOODS,3120
69102,Monday,3338366602,1,PRODUCE,7700
69138,Monday,82831423,1,MENS WEAR,1541
69192,Monday,3338365101,1,PRODUCE,7502
69426,Monday,2840043393,1,IMPULSE MERCHANDISE,808
69426,Monday,7874202650,1,PERSONAL CARE,3063
69482,Tuesday,1111117266,1,PERSONAL CARE,9113
69501,Tuesday,2931107641,1,MENS WEAR,607
69600,Tuesday,9955500520,1,GROCERY DRY GOODS,3309
69722,Tuesday,7524310502,1,DAIRY,1512
69849,Tuesday,4900000044,1,DSD GROCERY,9546
69884,Tuesday,2733100059,2,DAIRY,9085
69944,Tuesday,7964295171,1,BEAUTY,7707
70054,Tuesday,7874203952,1,HOUSEHOLD PAPER GOODS,110
70122,Tuesday,88530631929,1,MENS WEAR,1103
70160,Tuesday,1590000209,1,PRE PACKED DELI,7502
70191,Tuesday,68113107862,4,BAKERY,5017
70256,Tuesday,88844743030,1,"GIRLS WEAR, 4-6X  AND 7-14",2721
70306,Tuesday,22455600000,1,SERVICE DELI,7010
70323,Tuesday,30132000206,1,PHARMACY OTC,2117
70388,Tuesday,2840020059,1,DSD GROCERY,9251
70408,Tuesday,68113106589,1,SERVICE DELI,4010
70443,Tuesday,7533814297,1,MENS WEAR,5107
70443,Tuesday,88602803246,1,MENS WEAR,8081
70574,Tuesday,7033064029,1,IMPULSE MERCHANDISE,202
70703,Tuesday,5963570300,1,BAKERY,5034
70847,Tuesday,7225004319,2,COMM BREAD,3702
70852,Tuesday,1200500573,1,HOUSEHOLD CHEMICALS/SUPP,585
70852,Tuesday,7874237117,1,GROCERY DRY GOODS,4451
71143,Tuesday,2733100625,1,DAIRY,7962
71143,Tuesday,7874235141,1,DSD GROCERY,4102
71288,Tuesday,7524323407,1,FROZEN FOODS,1851
71308,Tuesday,7874207069,1,BAKERY,2001
71496,Tuesday,7874237146,-1,GROCERY DRY GOODS,3818
71501,Tuesday,1380019990,1,FROZEN FOODS,6501
71511,Tuesday,4900000790,1,DSD GROCERY,4611
71520,Tuesday,81295402251,2,BOYS WEAR,23
71552,Tuesday,88634940610,1,MENS WEAR,3638
71552,Tuesday,88309625500,1,MENS WEAR,1198
71603,Tuesday,2900065150,1,DAIRY,1256
71852,Tuesday,2200000488,1,IMPULSE MERCHANDISE,135
72012,Tuesday,7874206342,1,HOUSEHOLD PAPER GOODS,203
72204,Tuesday,2032300514,1,MEAT - FRESH & FROZEN,6552
72226,Tuesday,7874208006,1,GROCERY DRY GOODS,2351
72235,Tuesday,68113191690,1,SERVICE DELI,4032
72235,Tuesday,4150022020,1,GROCERY DRY GOODS,2820
72283,Tuesday,4470007511,1,PRE PACKED DELI,7554
72376,Tuesday,2100002317,1,GROCERY DRY GOODS,3800
72376,Tuesday,3940001617,-1,GROCERY DRY GOODS,2828
72382,Tuesday,4132100643,1,GROCERY DRY GOODS,2453
72438,Tuesday,7874237386,1,MEAT - FRESH & FROZEN,1904
72449,Tuesday,3000001190,1,GROCERY DRY GOODS,3556
72459,Tuesday,22628200000,1,SERVICE DELI,8013
72460,Tuesday,2100061125,1,DAIRY,7955
72460,Tuesday,7774529188,4,PRODUCE,7045
72533,Tuesday,84868303066,1,BOYS WEAR,2131
72533,Tuesday,84868303096,1,BOYS WEAR,2131
72533,Tuesday,20577400000,1,SERVICE DELI,8015
72561,Tuesday,1326263730,1,"GIRLS WEAR, 4-6X  AND 7-14",800
72696,Tuesday,2800000820,1,DSD GROCERY,4635
72733,Tuesday,5200012203,1,DSD GROCERY,4607
72983,Tuesday,2900000822,1,DAIRY,1251
73159,Tuesday,7874235200,1,DAIRY,1515
73169,Tuesday,7800014816,1,DSD GROCERY,2403
73170,Tuesday,2500005126,1,DAIRY,1407
73260,Tuesday,7874235193,1,DSD GROCERY,9206
73358,Tuesday,3800043515,1,GROCERY DRY GOODS,3504
73368,Tuesday,4100005315,1,FROZEN FOODS,1851
73420,Tuesday,7874235188,2,DAIRY,1508
73436,Tuesday,1500014000,1,DSD GROCERY,9223
73441,Tuesday,20609300000,1,SERVICE DELI,8026
73580,Tuesday,3320002143,1,PETS AND SUPPLIES,1835
73618,Tuesday,1254600634,1,IMPULSE MERCHANDISE,135
73627,Tuesday,8.80875E+11,1,LADIESWEAR,5103
73627,Tuesday,8.80632E+11,1,PLUS AND MATERNITY,61
73632,Tuesday,7871544869,1,PLUS AND MATERNITY,50
73883,Tuesday,78533172246,1,PRE PACKED DELI,7201
74044,Tuesday,8.80616E+11,1,LADIESWEAR,323
74083,Tuesday,7115300350,1,AUTOMOTIVE,4031
74286,Tuesday,20382100000,1,SERVICE DELI,7999
74485,Tuesday,2697830405,1,LAWN AND GARDEN,2602
74600,Tuesday,64312604011,1,PRODUCE,5501
74653,Tuesday,68113107862,1,BAKERY,5017
74707,Tuesday,71634075,2,"GIRLS WEAR, 4-6X  AND 7-14",1231
74707,Tuesday,72654752020,1,LADIESWEAR,402
74749,Tuesday,68113132894,1,PRODUCE,7002
75022,Tuesday,89070800111,1,DSD GROCERY,4654
75068,Tuesday,71846731798,1,"GIRLS WEAR, 4-6X  AND 7-14",361
75068,Tuesday,72453690242,1,"GIRLS WEAR, 4-6X  AND 7-14",310
75068,Tuesday,7533850515,1,MENS WEAR,5203
75068,Tuesday,7874222803,1,GROCERY DRY GOODS,4451
75068,Tuesday,72783385533,1,JEWELRY AND SUNGLASSES,8804
75105,Tuesday,73114972627,1,SEAFOOD,1078
75132,Tuesday,4078,1,PRODUCE,8303
75132,Tuesday,7224013381,1,PRODUCE,3108
75145,Tuesday,7871544854,1,PLUS AND MATERNITY,50
75273,Tuesday,4087,1,PRODUCE,7803
75285,Tuesday,7874235296,1,GROCERY DRY GOODS,4402
75285,Tuesday,4011,1,PRODUCE,5501
75285,Tuesday,4093,1,PRODUCE,4008
75285,Tuesday,4693,1,PRODUCE,4450
75305,Tuesday,78716513326,1,LADIESWEAR,9189
75390,Wednesday,22607600000,1,SERVICE DELI,4041
75545,Wednesday,7874223047,2,GROCERY DRY GOODS,3902
75545,Wednesday,4011,3,PRODUCE,5501
75551,Wednesday,83918608857,1,BEAUTY,3222
75557,Wednesday,4369507102,1,FROZEN FOODS,1952
75647,Wednesday,63532500623,1,BOYS WEAR,1022
75739,Wednesday,31254662869,1,PHARMACY OTC,1110
75751,Wednesday,7680828073,2,GROCERY DRY GOODS,3855
75894,Wednesday,4093,1,PRODUCE,4008
76039,Wednesday,5200010406,1,DSD GROCERY,4606
76055,Wednesday,88530629114,1,MENS WEAR,1800
76190,Wednesday,4127102275,1,DAIRY,1513
76195,Wednesday,4156519878,1,GROCERY DRY GOODS,2560
76206,Wednesday,88293236598,1,MENS WEAR,3638
76441,Wednesday,2457620179,1,TOYS,2414
76699,Wednesday,7524323407,2,FROZEN FOODS,1851
76723,Wednesday,68113132893,2,PRODUCE,7001
76733,Wednesday,7314918962,1,HOME MANAGEMENT,6600
76739,Wednesday,80521991319,-1,IMPULSE MERCHANDISE,302
76739,Wednesday,8.80552E+11,1,LADIESWEAR,313
76772,Wednesday,5100002792,1,GROCERY DRY GOODS,2401
76799,Wednesday,5040073954,1,COMM BREAD,3704
76904,Wednesday,20877600000,1,SERVICE DELI,6804
77055,Wednesday,20894600000,1,BAKERY,3023
77147,Wednesday,8.80632E+11,1,LADIESWEAR,312
77254,Wednesday,6700885975,1,CELEBRATION,212
77386,Wednesday,1600015972,1,GROCERY DRY GOODS,3953
77400,Wednesday,65024002707,1,PERSONAL CARE,8101
77427,Wednesday,3700087147,1,HOUSEHOLD PAPER GOODS,3041
77432,Wednesday,68113107862,1,BAKERY,5017
77432,Wednesday,7874201140,1,HOUSEHOLD CHEMICALS/SUPP,3810
77659,Wednesday,60892603073,1,BRAS & SHAPEWEAR,7022
77703,Wednesday,68113106755,1,SERVICE DELI,4010
77796,Wednesday,4900000045,1,DSD GROCERY,9546
77858,Wednesday,1111104092,1,PERSONAL CARE,3181
77884,Wednesday,1204404099,1,PERSONAL CARE,53
77908,Wednesday,4850001775,2,DAIRY,1346
77942,Wednesday,3338365322,1,PRODUCE,7601
78035,Wednesday,4369505631,2,FROZEN FOODS,1952
78078,Wednesday,68113132352,1,SERVICE DELI,8013
78173,Wednesday,7047048547,1,DAIRY,1358
78173,Wednesday,7874235186,1,DAIRY,1508
78436,Wednesday,85274800337,1,COOK AND DINE,381
78469,Wednesday,22607600000,1,SERVICE DELI,4041
78711,Wednesday,7539100470,1,SEAFOOD,1026
78728,Wednesday,68113138804,1,SERVICE DELI,7100
78778,Wednesday,88530600008,1,MENS WEAR,5142
78794,Wednesday,7874206889,1,HOUSEHOLD CHEMICALS/SUPP,145
78923,Wednesday,60538871457,1,DAIRY,9100
79002,Wednesday,22555500000,1,MEAT - FRESH & FROZEN,1301
79017,Wednesday,22591000000,1,MEAT - FRESH & FROZEN,6300
79017,Wednesday,4011,2,PRODUCE,5501
79108,Wednesday,81829001415,3,DAIRY,1450
79163,Wednesday,7874201228,1,COMM BREAD,3712
79167,Wednesday,7047000123,3,DAIRY,1351
79239,Wednesday,2389617850,1,DSD GROCERY,3650
79416,Wednesday,3338311932,1,PRODUCE,3106
79535,Wednesday,2000027796,2,FROZEN FOODS,1750
79781,Wednesday,7800008240,1,DSD GROCERY,9548
79810,Wednesday,2500004748,1,DAIRY,1407
79888,Wednesday,4011,1,PRODUCE,5501
80027,Wednesday,88766180471,1,PHARMACY OTC,1611
80062,Wednesday,1600042413,1,DSD GROCERY,4679
80062,Wednesday,2500001082,1,DSD GROCERY,4622
80062,Wednesday,4404960680,1,"GIRLS WEAR, 4-6X  AND 7-14",8243
80070,Wednesday,5100014331,3,DSD GROCERY,4649
80136,Wednesday,72654752160,1,LADIESWEAR,614
80229,Wednesday,5100014293,1,GROCERY DRY GOODS,3103
80249,Wednesday,3800057608,1,GROCERY DRY GOODS,3600
80249,Wednesday,1600027296,1,GROCERY DRY GOODS,3600
80271,Wednesday,7874202254,1,PRE PACKED DELI,7202
80338,Wednesday,4066,1,PRODUCE,8207
80373,Wednesday,7047028447,4,DAIRY,1351
80461,Wednesday,4011,1,PRODUCE,5501
80488,Wednesday,2200000899,1,IMPULSE MERCHANDISE,135
80554,Wednesday,4087,1,PRODUCE,7803
80554,Wednesday,4062,1,PRODUCE,8104
80616,Wednesday,7104113636,1,DSD GROCERY,4754
80690,Wednesday,7874205309,1,GROCERY DRY GOODS,2402
80783,Wednesday,2840004177,2,IMPULSE MERCHANDISE,807
80793,Wednesday,4133112466,1,GROCERY DRY GOODS,4290
80902,Wednesday,2200015934,1,IMPULSE MERCHANDISE,145
80902,Wednesday,60764543648,1,MENS WEAR,661
80942,Wednesday,4393558922,1,MENS WEAR,5542
80950,Wednesday,87799102905,1,HOME DECOR,2
81089,Wednesday,88295697409,1,MENS WEAR,2563
81306,Thursday,1313006025,1,GROCERY DRY GOODS,3556
81461,Thursday,78241900060,1,LADIESWEAR,2504
81619,Thursday,7874209476,1,GROCERY DRY GOODS,6807
81672,Thursday,3545777015,1,GROCERY DRY GOODS,3952
81760,Thursday,7225003712,1,COMM BREAD,3710
82036,Thursday,7874211433,2,DSD GROCERY,3502
82092,Thursday,7874208894,1,DSD GROCERY,3301
82163,Thursday,72783381983,1,JEWELRY AND SUNGLASSES,6808
82194,Thursday,4011,-2,PRODUCE,5501
82274,Thursday,72097249190,1,BOYS WEAR,1200
82334,Thursday,1300078511,1,SERVICE DELI,5020
82370,Thursday,4011,1,PRODUCE,5501
82487,Thursday,7874202186,1,PERSONAL CARE,6106
82697,Thursday,68113105945,1,PERSONAL CARE,807
82697,Thursday,22607600000,1,SERVICE DELI,4041
82873,Thursday,82182307273,1,MENS WEAR,1080
82915,Thursday,68113106589,1,SERVICE DELI,4010
82986,Thursday,4145811705,1,FROZEN FOODS,2000
82986,Thursday,4900005071,1,DSD GROCERY,4611
83201,Thursday,5818597266,1,LADIESWEAR,562
83393,Thursday,7524320110,1,FROZEN FOODS,1852
83410,Thursday,25526300000,1,DAIRY,7962
83422,Thursday,88694406503,2,BRAS & SHAPEWEAR,2797
83465,Thursday,2840043781,1,IMPULSE MERCHANDISE,808
83520,Thursday,82926811316,1,LADIESWEAR,4374
83905,Thursday,1200542758,1,HOUSEHOLD CHEMICALS/SUPP,585
83985,Thursday,3940001630,1,GROCERY DRY GOODS,2827
84205,Thursday,20108800000,1,SERVICE DELI,8014
84264,Thursday,2200001125,1,"CANDY, TOBACCO, COOKIES",96
84295,Thursday,20108800000,1,SERVICE DELI,8014
84307,Thursday,4156500024,1,GROCERY DRY GOODS,1103
84318,Thursday,25855100000,1,MEAT - FRESH & FROZEN,6078
84350,Thursday,5200033877,3,DSD GROCERY,4606
84350,Thursday,60538818790,1,DAIRY,7955
84350,Thursday,2430004130,1,COMM BREAD,3707
84403,Thursday,4011,1,PRODUCE,5501
84469,Thursday,4470000989,1,PRE PACKED DELI,7557
84534,Thursday,20154500000,1,SERVICE DELI,8001
84534,Thursday,7225090795,1,COMM BREAD,3721
84601,Thursday,5200032673,1,DSD GROCERY,4606
84678,Thursday,3800039103,1,GROCERY DRY GOODS,3600
84712,Thursday,7417036947,1,BEAUTY,2040
84742,Thursday,20108800000,1,SERVICE DELI,8014
84783,Thursday,8.90361E+11,1,MENS WEAR,4626
84882,Thursday,2428615451,1,PERSONAL CARE,8101
84958,Thursday,88577948645,1,LADIESWEAR,2035
85076,Thursday,3710267500,1,PRODUCE,6920
85093,Thursday,1707710232,1,DAIRY,1526
85111,Thursday,7047044613,1,DAIRY,1450
85111,Thursday,3114252385,1,SERVICE DELI,3004
85256,Thursday,2100064426,1,GROCERY DRY GOODS,2453
85256,Thursday,9064970535,1,BRAS & SHAPEWEAR,3920
85256,Thursday,1467130604,1,BRAS & SHAPEWEAR,1107
85256,Thursday,3160011911,1,SHOES,2618
85277,Thursday,5200010296,1,DSD GROCERY,4606
85453,Thursday,3377601170,1,DAIRY,1254
85482,Thursday,61884220465,1,HOME MANAGEMENT,7118
85797,Thursday,78665824171,1,"GIRLS WEAR, 4-6X  AND 7-14",3355
85797,Thursday,1326264801,1,"GIRLS WEAR, 4-6X  AND 7-14",273
85797,Thursday,1326264866,1,"GIRLS WEAR, 4-6X  AND 7-14",273
85848,Thursday,7874223039,1,GROCERY DRY GOODS,3901
85894,Thursday,4178900105,1,GROCERY DRY GOODS,3120
85960,Thursday,4133103961,1,GROCERY DRY GOODS,4290
85968,Thursday,60538871462,1,DAIRY,9115
85997,Thursday,3800078669,1,GROCERY DRY GOODS,3555
86065,Thursday,6827492714,1,DSD GROCERY,9214
86068,Thursday,7774529186,1,PRODUCE,7045
86134,Thursday,60538871461,1,DAIRY,9101
86216,Thursday,78905064108,1,LADIESWEAR,422
86337,Thursday,60538871457,1,DAIRY,9100
86344,Thursday,2740080024,1,DAIRY,1252
86446,Thursday,20330300000,1,MEAT - FRESH & FROZEN,6085
86480,Thursday,8.80552E+11,1,LADIESWEAR,313
86480,Thursday,2592544998,1,ACCESSORIES,104
86521,Thursday,7874209249,1,PRE PACKED DELI,7550
86541,Thursday,8.80632E+11,1,"GIRLS WEAR, 4-6X  AND 7-14",254
86554,Thursday,1480000034,1,DSD GROCERY,4636
86554,Thursday,7874235187,1,DAIRY,1508
86587,Thursday,8259263320,1,PRODUCE,7916
86723,Thursday,7294561103,2,COMM BREAD,3710
86723,Thursday,7874235202,1,DAIRY,1515
86729,Thursday,4609455780,1,"GIRLS WEAR, 4-6X  AND 7-14",6097
86815,Friday,2430086567,1,COMM BREAD,2286
86928,Friday,4282562402,1,"GIRLS WEAR, 4-6X  AND 7-14",7323
86928,Friday,82298236351,1,PLUS AND MATERNITY,111
86928,Friday,5107121207,1,PLUS AND MATERNITY,2498
87044,Friday,84868300738,5,SLEEPWEAR/FOUNDATIONS,4192
87144,Friday,4650074540,1,HOUSEHOLD CHEMICALS/SUPP,8910
87144,Friday,81547301182,1,DAIRY,7978
87192,Friday,2113150124,1,FROZEN FOODS,1903
87358,Friday,20279200000,1,SERVICE DELI,4042
87404,Friday,4011,1,PRODUCE,5501
87507,Friday,88530637206,1,MENS WEAR,5201
87507,Friday,1910013171,1,BEAUTY,4010
87556,Friday,80469179243,1,SWIMWEAR/OUTERWEAR,134
87674,Friday,5210002736,1,GROCERY DRY GOODS,4252
87674,Friday,1800052190,1,DAIRY,1300
87674,Friday,7874235201,1,DAIRY,1515
87756,Friday,1200000129,1,DSD GROCERY,9547
87851,Friday,8.80614E+11,1,LADIESWEAR,324
87911,Friday,60915901448,1,LADIESWEAR,1301
88004,Friday,30997150884,1,BEAUTY,2065
88241,Friday,88496806685,1,LADIESWEAR,267
88324,Friday,20108700000,1,SERVICE DELI,8014
88328,Friday,7313203101,1,COMM BREAD,3740
88328,Friday,7874235202,1,DAIRY,1515
88460,Friday,76977914035,1,BATH AND SHOWER,702
88511,Friday,7800008240,1,DSD GROCERY,9548
88511,Friday,20108800000,1,SERVICE DELI,8014
88540,Friday,20108800000,1,SERVICE DELI,8014
88550,Friday,68210220262,1,MENS WEAR,8513
88586,Friday,8.80616E+11,1,LADIESWEAR,610
88633,Friday,7800000554,1,DSD GROCERY,2455
88850,Friday,4067,1,PRODUCE,8002
88852,Friday,2400016314,1,GROCERY DRY GOODS,2822
88876,Friday,2430086571,1,COMM BREAD,2286
88997,Friday,4011,1,PRODUCE,5501
89038,Friday,2100002458,1,DAIRY,7955
89038,Friday,7874204659,1,DSD GROCERY,3855
89181,Friday,3400007018,1,"CANDY, TOBACCO, COOKIES",79
89181,Friday,4610000107,1,DAIRY,7960
89233,Friday,8660024016,2,GROCERY DRY GOODS,2906
89284,Friday,68113106589,1,SERVICE DELI,4010
89372,Friday,7726009680,2,"CANDY, TOBACCO, COOKIES",44
89408,Friday,67278790269,1,MENS WEAR,1632
89418,Friday,22501100000,1,SERVICE DELI,8003
89469,Friday,68210220305,1,MENS WEAR,8513
89533,Friday,1254600634,1,IMPULSE MERCHANDISE,135
89548,Friday,8.80632E+11,1,SLEEPWEAR/FOUNDATIONS,431
89609,Friday,8.80632E+11,1,LADIESWEAR,312
89660,Friday,2840000575,1,IMPULSE MERCHANDISE,808
89660,Friday,5150025516,1,GROCERY DRY GOODS,2651
89686,Friday,4321361897,1,BRAS & SHAPEWEAR,1912
89694,Friday,88882319977,1,MENS WEAR,9250
89708,Friday,4142012512,2,"CANDY, TOBACCO, COOKIES",707
89708,Friday,4142012512,3,"CANDY, TOBACCO, COOKIES",707
89725,Friday,7874208523,1,HOUSEHOLD PAPER GOODS,5010
89806,Friday,69991987518,2,FABRICS AND CRAFTS,738
89811,Friday,4300000953,1,FROZEN FOODS,2051
89824,Friday,68113107862,1,BAKERY,5017
89847,Friday,4508422942,1,BAKERY,1006
89899,Friday,3663202515,1,DAIRY,1430
90005,Friday,1326141855,2,BOYS WEAR,4648
90255,Friday,7874242963,1,DSD GROCERY,3301
90270,Friday,8.80635E+11,1,"GIRLS WEAR, 4-6X  AND 7-14",214
90298,Friday,64312604011,1,PRODUCE,5501
90444,Friday,8823534514,1,COOK AND DINE,904
90448,Friday,2840043143,1,IMPULSE MERCHANDISE,808
90455,Friday,3500074210,1,PERSONAL CARE,202
90558,Friday,8.80552E+11,1,LADIESWEAR,313
90625,Friday,20154200000,1,SERVICE DELI,8001
90625,Friday,4180034900,2,DSD GROCERY,4654
90820,Friday,78905060861,1,LADIESWEAR,4447
90820,Friday,70462459933,1,LADIESWEAR,9189
90820,Friday,85687300129,1,HOME MANAGEMENT,8101
90833,Friday,7874298393,1,BAKERY,5024
90935,Friday,4369508302,1,FROZEN FOODS,1952
90950,Friday,7045900573,1,FROZEN FOODS,2008
90977,Friday,1480000034,1,DSD GROCERY,4636
91030,Friday,2200000898,1,IMPULSE MERCHANDISE,135
91049,Friday,6414403064,1,GROCERY DRY GOODS,4406
91133,Friday,72097249138,1,BOYS WEAR,1205
91156,Friday,88882520225,1,LADIESWEAR,9065
91156,Friday,1700002138,1,PERSONAL CARE,4944
91159,Friday,4.894E+11,1,MENS WEAR,190
91231,Friday,7457044400,1,FROZEN FOODS,9151
91336,Friday,2840043789,1,IMPULSE MERCHANDISE,801
91436,Friday,7778203018,1,PRE PACKED DELI,7251
91449,Friday,2733100051,1,COMM BREAD,3706
91805,Friday,75481911982,1,MENS WEAR,1705
91853,Friday,76594220500,1,BRAS & SHAPEWEAR,1708
91930,Friday,7107201211,2,GROCERY DRY GOODS,2915
92085,Friday,4400002542,1,DSD GROCERY,2758
92319,Friday,7940044563,1,PERSONAL CARE,4942
92408,Friday,3700026151,1,PERSONAL CARE,9108
92479,Friday,2970000148,1,GROCERY DRY GOODS,3031
92496,Friday,68113100250,1,PHARMACY OTC,2020
92560,Friday,4900000044,1,DSD GROCERY,9546
92574,Friday,88811318892,1,LADIESWEAR,4297
92646,Friday,25110800000,1,SERVICE DELI,8027
92650,Friday,1600043471,1,GROCERY DRY GOODS,3600
92650,Friday,4470007635,1,PRE PACKED DELI,7554
92734,Friday,88577948686,1,LADIESWEAR,2045
92737,Friday,4393546800,1,MENS WEAR,5202
92759,Friday,1450000711,1,FROZEN FOODS,6506
92761,Friday,7874206802,1,COMM BREAD,3747
92761,Friday,4000049096,1,"CANDY, TOBACCO, COOKIES",72
92854,Friday,61126999100,1,DSD GROCERY,3467
92854,Friday,88599867019,1,"GIRLS WEAR, 4-6X  AND 7-14",7275
92948,Friday,7726009634,1,"CANDY, TOBACCO, COOKIES",44
93029,Saturday,4850001904,1,DAIRY,1346
93029,Saturday,4393560541,1,"GIRLS WEAR, 4-6X  AND 7-14",5106
93085,Saturday,4812127707,1,COMM BREAD,3719
93086,Saturday,3760014394,1,GROCERY DRY GOODS,100
93132,Saturday,68113174355,1,DAIRY,9107
93178,Saturday,7169148920,1,HOME MANAGEMENT,8955
93241,Saturday,3120027016,1,DSD GROCERY,4639
93582,Saturday,68113107862,12,BAKERY,5017
93582,Saturday,7342000110,1,DAIRY,1353
93694,Saturday,4393558295,1,MENS WEAR,8670
93825,Saturday,7874201456,1,HOUSEHOLD PAPER GOODS,5510
94090,Saturday,930000086,1,GROCERY DRY GOODS,2570
94120,Saturday,4610000102,1,DAIRY,7960
94357,Saturday,4900004086,1,DSD GROCERY,9546
94444,Saturday,2616905176,1,BEAUTY,9018
94686,Saturday,7146427060,1,PRODUCE,7916
94686,Saturday,3224755783,1,LAWN AND GARDEN,5610
94779,Saturday,2840042475,1,DSD GROCERY,3652
94842,Saturday,4300004028,1,DSD GROCERY,4630
94857,Saturday,8.80552E+11,1,PLUS AND MATERNITY,377
94947,Saturday,7047000302,1,DAIRY,1351
94978,Saturday,4089,1,PRODUCE,8000
95077,Saturday,80469193717,1,SWIMWEAR/OUTERWEAR,134
95141,Saturday,61791467370,1,BRAS & SHAPEWEAR,2502
95148,Saturday,88530631605,1,MENS WEAR,1101
95322,Saturday,2550020028,4,GROCERY DRY GOODS,3309
95335,Saturday,20154500000,1,SERVICE DELI,8001
95422,Saturday,25495800000,1,MEAT - FRESH & FROZEN,9386
95452,Saturday,2200000319,1,IMPULSE MERCHANDISE,135
95456,Saturday,7874205539,2,DAIRY,7960
95721,Saturday,88602801701,1,MENS WEAR,8190
95957,Saturday,3940001635,1,GROCERY DRY GOODS,2828
96148,Saturday,2000027795,1,FROZEN FOODS,1750
96300,Saturday,9410000154,1,BEAUTY,3100
96482,Saturday,31015808404,1,PERSONAL CARE,205
96496,Saturday,2113150114,1,FROZEN FOODS,1903
96496,Saturday,4223830241,1,IMPULSE MERCHANDISE,125
96624,Saturday,68113107862,1,BAKERY,5017
96811,Saturday,7027200610,2,DAIRY,1251
96850,Saturday,7874299074,1,BAKERY,1011
96859,Saturday,4.89397E+11,1,BOYS WEAR,393
96862,Saturday,7225003706,3,COMM BREAD,3702
96888,Saturday,7874235187,1,DAIRY,1508
96888,Saturday,2370002847,1,FROZEN FOODS,4073
96951,Saturday,8408470807,1,MENS WEAR,1635
97188,Saturday,1714587720,1,IMPULSE MERCHANDISE,8904
97214,Saturday,72819247704,1,IMPULSE MERCHANDISE,6002
97230,Saturday,4178900115,1,GROCERY DRY GOODS,3120
97322,Saturday,2500001921,1,DAIRY,1407
97672,Saturday,3338320027,1,PRODUCE,3601
97689,Saturday,7874298761,1,BAKERY,5017
97732,Saturday,4282537515,1,BOYS WEAR,6106
97853,Saturday,4000045869,1,IMPULSE MERCHANDISE,125
97919,Saturday,5000032822,1,DAIRY,1513
97931,Saturday,7046243123,1,"CANDY, TOBACCO, COOKIES",707
97931,Saturday,60538816339,1,SHOES,8960
97959,Saturday,1200080386,1,DSD GROCERY,9558
98145,Saturday,4223836563,1,IMPULSE MERCHANDISE,135
98457,Saturday,88309617042,1,MENS WEAR,5662
98495,Saturday,68113102536,1,HOUSEHOLD PAPER GOODS,5010
98663,Saturday,79764251897,2,MENS WEAR,4141
98738,Saturday,7874235187,1,DAIRY,1508
98738,Saturday,7456240110,1,DAIRY,7962
98738,Saturday,5100019244,1,DSD GROCERY,4650
98747,Saturday,3663203640,1,DAIRY,1443
98859,Saturday,60538803736,1,SHOES,1498
98966,Saturday,2500001010,1,DSD GROCERY,3004
99027,Saturday,76125379456,1,BOYS WEAR,1524
99027,Saturday,88859691693,1,MENS WEAR,8266
99036,Saturday,3450015136,1,DAIRY,1201
99057,Saturday,2840043634,1,IMPULSE MERCHANDISE,808
99332,Saturday,4610040027,1,DAIRY,7955
99341,Saturday,2500004748,1,DAIRY,1407
99341,Saturday,60538871457,1,DAIRY,9100
